date,gen_load_diff_delu_actual,gen_load_diff_delu_fitted,gen_load_diff_delu_lower,gen_load_diff_delu_upper,cutoff,hours_ahead
2026-02-03 17:00:00+00:00,1132.4843,1414.766,-448.87238,3278.4048,2026-02-01 00:00:00+00:00,65
2026-02-03 18:00:00+00:00,326.03925,-9.495917,-1873.1345,1854.1425,2026-02-01 00:00:00+00:00,66
2026-02-03 19:00:00+00:00,1042.5546,337.04706,-1526.5914,2200.686,2026-02-01 00:00:00+00:00,67
2026-02-03 20:00:00+00:00,2269.1406,1939.6967,76.05804,3803.335,2026-02-01 00:00:00+00:00,68
2026-02-03 21:00:00+00:00,1585.7772,1692.3153,-171.3233,3555.954,2026-02-01 00:00:00+00:00,69
2026-02-03 22:00:00+00:00,3025.246,3452.63,1588.9911,5316.269,2026-02-01 00:00:00+00:00,70
2026-02-03 23:00:00+00:00,3489.4062,4345.9937,2482.355,6209.6323,2026-02-01 00:00:00+00:00,71
2026-02-04 00:00:00+00:00,4263.5977,5162.3003,3298.662,7025.94,2026-02-01 00:00:00+00:00,72
2026-02-04 01:00:00+00:00,3501.644,5144.469,3280.8306,7008.108,2026-02-01 00:00:00+00:00,73
2026-02-04 02:00:00+00:00,3449.1797,3694.7432,1831.1049,5558.3813,2026-02-01 00:00:00+00:00,74
2026-02-04 03:00:00+00:00,2267.7773,3333.3237,1469.6849,5196.9624,2026-02-01 00:00:00+00:00,75
2026-02-04 04:00:00+00:00,527.0312,1344.7484,-518.88995,3208.3872,2026-02-01 00:00:00+00:00,76
2026-02-04 05:00:00+00:00,-3328.6172,-2239.8186,-4103.4575,-376.18024,2026-02-01 00:00:00+00:00,77
2026-02-04 06:00:00+00:00,-3575.086,-4895.017,-6758.656,-3031.3784,2026-02-01 00:00:00+00:00,78
2026-02-04 07:00:00+00:00,-3583.2578,-4152.507,-6016.145,-2288.868,2026-02-01 00:00:00+00:00,79
2026-02-04 08:00:00+00:00,-3757.961,-3697.7297,-5561.3687,-1834.0914,2026-02-01 00:00:00+00:00,80
2026-02-04 09:00:00+00:00,-2260.4453,-1585.7457,-3449.3843,277.893,2026-02-01 00:00:00+00:00,81
2026-02-04 10:00:00+00:00,-1346.2579,-769.3477,-2632.9863,1094.2904,2026-02-01 00:00:00+00:00,82
2026-02-04 11:00:00+00:00,-1648.2422,-2432.9058,-4296.5444,-569.2674,2026-02-01 00:00:00+00:00,83
2026-02-04 12:00:00+00:00,-1852.1251,-1668.9501,-3532.5886,194.68842,2026-02-01 00:00:00+00:00,84
2026-02-04 13:00:00+00:00,-1983.8828,-2924.351,-4787.9897,-1060.7125,2026-02-01 00:00:00+00:00,85
2026-02-04 14:00:00+00:00,-3704.914,-3332.81,-5196.4487,-1469.1718,2026-02-01 00:00:00+00:00,86
2026-02-04 15:00:00+00:00,-3792.4688,-3388.7258,-5252.3643,-1525.0873,2026-02-01 00:00:00+00:00,87
2026-02-04 16:00:00+00:00,-3398.1172,-3403.5967,-5267.2354,-1539.9581,2026-02-01 00:00:00+00:00,88
2026-02-04 17:00:00+00:00,-3715.4844,-2652.1516,-4515.79,-788.513,2026-02-01 00:00:00+00:00,89
2026-02-04 18:00:00+00:00,-3030.2031,-2008.3644,-3872.003,-144.72589,2026-02-01 00:00:00+00:00,90
2026-02-04 19:00:00+00:00,-2348.8828,-1670.2264,-3533.865,193.41205,2026-02-01 00:00:00+00:00,91
2026-02-04 20:00:00+00:00,843.9609,853.29877,-1010.33966,2716.9375,2026-02-01 00:00:00+00:00,92
2026-02-04 21:00:00+00:00,632.07806,2148.3228,284.68402,4011.9614,2026-02-01 00:00:00+00:00,93
2026-02-04 22:00:00+00:00,1658.453,1626.9808,-236.65778,3490.6191,2026-02-01 00:00:00+00:00,94
2026-02-04 23:00:00+00:00,2992.1055,2691.7285,828.0898,4555.3677,2026-02-01 00:00:00+00:00,95
2026-02-05 00:00:00+00:00,3157.3438,3359.0425,1495.4042,5222.681,2026-02-01 00:00:00+00:00,96
2026-02-05 01:00:00+00:00,3160.3555,3457.4878,1593.849,5321.1255,2026-02-01 00:00:00+00:00,97
2026-02-05 02:00:00+00:00,1743.7538,2315.1519,451.5136,4178.791,2026-02-01 00:00:00+00:00,98
2026-02-05 03:00:00+00:00,1215.664,2072.4194,208.7807,3936.058,2026-02-01 00:00:00+00:00,99
2026-02-05 04:00:00+00:00,-1265.4376,-673.39044,-2537.029,1190.2479,2026-02-01 00:00:00+00:00,100
2026-02-05 05:00:00+00:00,-4991.2266,-5037.039,-6900.6777,-3173.4006,2026-02-01 00:00:00+00:00,101
2026-02-05 06:00:00+00:00,-8582.512,-8620.397,-10484.036,-6756.759,2026-02-01 00:00:00+00:00,102
2026-02-05 07:00:00+00:00,-8774.219,-9020.176,-10883.814,-7156.5376,2026-02-01 00:00:00+00:00,103
2026-02-05 08:00:00+00:00,-9248.539,-8765.082,-10628.721,-6901.443,2026-02-01 00:00:00+00:00,104
2026-02-05 09:00:00+00:00,-7711.727,-7735.125,-9598.764,-5871.4863,2026-02-01 00:00:00+00:00,105
2026-02-05 10:00:00+00:00,-6302.508,-6629.586,-8493.225,-4765.9473,2026-02-01 00:00:00+00:00,106
2026-02-05 11:00:00+00:00,-4853.0312,-4787.319,-6650.9575,-2923.6804,2026-02-01 00:00:00+00:00,107
2026-02-05 12:00:00+00:00,-3448.6484,-3760.6829,-5624.3213,-1897.0443,2026-02-01 00:00:00+00:00,108
2026-02-05 13:00:00+00:00,-3490.3906,-3906.1907,-5769.829,-2042.5521,2026-02-01 00:00:00+00:00,109
2026-02-05 14:00:00+00:00,-5501.1953,-5368.369,-7232.008,-3504.7307,2026-02-01 00:00:00+00:00,110
2026-02-05 15:00:00+00:00,-6952.051,-6947.7944,-8811.433,-5084.156,2026-02-01 00:00:00+00:00,111
2026-02-05 16:00:00+00:00,-7740.3906,-7701.7812,-9565.42,-5838.143,2026-02-01 00:00:00+00:00,112
2026-02-05 17:00:00+00:00,-7577.3047,-7614.086,-9477.725,-5750.4478,2026-02-01 00:00:00+00:00,113
2026-02-05 18:00:00+00:00,-8085.9844,-8802.896,-10666.535,-6939.2583,2026-02-01 00:00:00+00:00,114
2026-02-05 19:00:00+00:00,-7880.867,-8015.7803,-9879.419,-6152.1416,2026-02-01 00:00:00+00:00,115
2026-02-05 20:00:00+00:00,-7372.629,-8016.5444,-9880.184,-6152.9062,2026-02-01 00:00:00+00:00,116
2026-02-05 21:00:00+00:00,-6151.8047,-5580.372,-7444.0107,-3716.7336,2026-02-01 00:00:00+00:00,117
2026-02-05 22:00:00+00:00,-4388.4023,-4449.177,-6312.8154,-2585.5383,2026-02-01 00:00:00+00:00,118
2026-02-05 23:00:00+00:00,-2589.3867,-3430.9792,-5294.6177,-1567.3407,2026-02-01 00:00:00+00:00,119
2026-02-06 00:00:00+00:00,-1821.543,-1483.2579,-3346.8965,380.38055,2026-02-01 00:00:00+00:00,120
2026-02-06 01:00:00+00:00,-2032.9062,-1731.8756,-3595.5142,131.76288,2026-02-01 00:00:00+00:00,121
2026-02-06 02:00:00+00:00,-3320.3203,-2466.0798,-4329.7183,-602.4412,2026-02-01 00:00:00+00:00,122
2026-02-06 03:00:00+00:00,-4301.7773,-3871.8225,-5735.4614,-2008.1841,2026-02-01 00:00:00+00:00,123
2026-02-06 04:00:00+00:00,-7142.3164,-6468.7393,-8332.378,-4605.1006,2026-02-01 00:00:00+00:00,124
2026-02-06 05:00:00+00:00,-10968.461,-10932.974,-12796.611,-9069.335,2026-02-01 00:00:00+00:00,125
2026-02-06 06:00:00+00:00,-12920.734,-13007.307,-14870.945,-11143.667,2026-02-01 00:00:00+00:00,126
2026-02-06 07:00:00+00:00,-13214.539,-13915.857,-15779.496,-12052.22,2026-02-01 00:00:00+00:00,127
2026-02-06 08:00:00+00:00,-12954.039,-13218.444,-15082.084,-11354.806,2026-02-01 00:00:00+00:00,128
2026-02-06 09:00:00+00:00,-12231.602,-12280.063,-14143.702,-10416.425,2026-02-01 00:00:00+00:00,129
2026-02-06 10:00:00+00:00,-12009.605,-12410.14,-14273.777,-10546.501,2026-02-01 00:00:00+00:00,130
2026-02-06 11:00:00+00:00,-12150.328,-11320.663,-13184.302,-9457.024,2026-02-01 00:00:00+00:00,131
2026-02-06 12:00:00+00:00,-11940.75,-11935.392,-13799.03,-10071.753,2026-02-01 00:00:00+00:00,132
2026-02-06 13:00:00+00:00,-10887.282,-11629.935,-13493.573,-9766.296,2026-02-01 00:00:00+00:00,133
2026-02-06 14:00:00+00:00,-11683.527,-12696.08,-14559.719,-10832.441,2026-02-01 00:00:00+00:00,134
2026-02-06 15:00:00+00:00,-11616.113,-11995.328,-13858.967,-10131.689,2026-02-01 00:00:00+00:00,135
2026-02-06 16:00:00+00:00,-12073.949,-11366.0,-13229.639,-9502.362,2026-02-01 00:00:00+00:00,136
2026-02-06 17:00:00+00:00,-12860.941,-11360.659,-13224.298,-9497.0205,2026-02-01 00:00:00+00:00,137
2026-02-06 18:00:00+00:00,-13219.875,-11275.413,-13139.052,-9411.774,2026-02-01 00:00:00+00:00,138
2026-02-06 19:00:00+00:00,-10902.469,-9706.833,-11570.472,-7843.1943,2026-02-01 00:00:00+00:00,139
2026-02-06 20:00:00+00:00,-7294.7617,-9457.83,-11321.469,-7594.1914,2026-02-01 00:00:00+00:00,140
2026-02-06 21:00:00+00:00,-6645.1445,-5868.775,-7732.4136,-4005.1362,2026-02-01 00:00:00+00:00,141
2026-02-06 22:00:00+00:00,-5279.3164,-6056.983,-7920.6216,-4193.344,2026-02-01 00:00:00+00:00,142
2026-02-06 23:00:00+00:00,-2811.168,-4809.7915,-6673.4307,-2946.153,2026-02-01 00:00:00+00:00,143
2026-02-07 00:00:00+00:00,-1491.9884,-1336.1193,-3199.7576,527.5195,2026-02-01 00:00:00+00:00,144
2026-02-07 01:00:00+00:00,-759.211,-1577.0822,-3440.7207,286.55634,2026-02-01 00:00:00+00:00,145
2026-02-07 02:00:00+00:00,-859.67975,-1559.8109,-3423.4495,303.82782,2026-02-01 00:00:00+00:00,146
2026-02-07 03:00:00+00:00,-1231.7853,-1969.5807,-3833.2192,-105.94221,2026-02-01 00:00:00+00:00,147
2026-02-07 04:00:00+00:00,-1868.0859,-2661.4639,-4525.1025,-797.8255,2026-02-01 00:00:00+00:00,148
2026-02-07 05:00:00+00:00,-3103.2578,-4793.0947,-6656.7334,-2929.4563,2026-02-01 00:00:00+00:00,149
2026-02-07 06:00:00+00:00,-5181.914,-6649.0405,-8512.679,-4785.402,2026-02-01 00:00:00+00:00,150
2026-02-07 07:00:00+00:00,-6782.617,-7690.3154,-9553.954,-5826.677,2026-02-01 00:00:00+00:00,151
2026-02-07 08:00:00+00:00,-6892.7188,-7736.2183,-9599.856,-5872.5796,2026-02-01 00:00:00+00:00,152
2026-02-07 09:00:00+00:00,-5722.7695,-7160.9893,-9024.628,-5297.3506,2026-02-01 00:00:00+00:00,153
2026-02-07 10:00:00+00:00,-4379.7383,-4776.935,-6640.5737,-2913.2964,2026-02-01 00:00:00+00:00,154
2026-02-07 11:00:00+00:00,-2894.0195,-1906.9636,-3770.602,-43.325264,2026-02-01 00:00:00+00:00,155
2026-02-07 12:00:00+00:00,-1881.578,-3506.9822,-5370.6206,-1643.3436,2026-02-01 00:00:00+00:00,156
2026-02-07 13:00:00+00:00,-2688.746,-3887.497,-5751.1357,-2023.8585,2026-02-01 00:00:00+00:00,157
2026-02-07 14:00:00+00:00,-6116.7656,-6144.9653,-8008.6035,-4281.3267,2026-02-01 00:00:00+00:00,158
2026-02-07 15:00:00+00:00,-9414.66,-9029.7,-10893.338,-7166.061,2026-02-01 00:00:00+00:00,159
2026-02-07 16:00:00+00:00,-10839.141,-8927.534,-10791.173,-7063.896,2026-02-01 00:00:00+00:00,160
2026-02-07 17:00:00+00:00,-10959.457,-10600.603,-12464.241,-8736.964,2026-02-01 00:00:00+00:00,161
2026-02-07 18:00:00+00:00,-9421.684,-9699.55,-11563.188,-7835.911,2026-02-01 00:00:00+00:00,162
2026-02-07 19:00:00+00:00,-7872.6875,-8076.14,-9939.779,-6212.5015,2026-02-01 00:00:00+00:00,163
2026-02-07 20:00:00+00:00,-5751.3984,-7238.1865,-9101.825,-5374.548,2026-02-01 00:00:00+00:00,164
2026-02-07 21:00:00+00:00,-5589.4414,-5694.9067,-7558.5454,-3831.268,2026-02-01 00:00:00+00:00,165
2026-02-07 22:00:00+00:00,-4510.633,-4645.3345,-6508.973,-2781.6958,2026-02-01 00:00:00+00:00,166
2026-02-07 23:00:00+00:00,-3374.1992,-2888.896,-4752.5347,-1025.2574,2026-02-01 00:00:00+00:00,167
2026-02-02 00:00:00+00:00,9652.5625,10397.29,8533.651,12260.928,2026-02-02 00:00:00+00:00,0
2026-02-02 01:00:00+00:00,10694.469,10839.892,8976.253,12703.53,2026-02-02 00:00:00+00:00,1
2026-02-02 02:00:00+00:00,10341.48,9686.38,7822.7407,11550.019,2026-02-02 00:00:00+00:00,2
2026-02-02 03:00:00+00:00,9423.504,9163.601,7299.9624,11027.238,2026-02-02 00:00:00+00:00,3
2026-02-02 04:00:00+00:00,7203.4966,6165.775,4302.1367,8029.4136,2026-02-02 00:00:00+00:00,4
2026-02-02 05:00:00+00:00,3410.5781,2513.6558,650.017,4377.2944,2026-02-02 00:00:00+00:00,5
2026-02-02 06:00:00+00:00,207.914,1584.7845,-278.8543,3448.4233,2026-02-02 00:00:00+00:00,6
2026-02-02 07:00:00+00:00,575.2421,-229.79352,-2093.4321,1633.8451,2026-02-02 00:00:00+00:00,7
2026-02-02 08:00:00+00:00,2352.4766,1536.5936,-327.04523,3400.2324,2026-02-02 00:00:00+00:00,8
2026-02-02 09:00:00+00:00,2140.5156,1888.7997,25.161308,3752.4385,2026-02-02 00:00:00+00:00,9
2026-02-02 10:00:00+00:00,3180.961,3262.7764,1399.1376,5126.4146,2026-02-02 00:00:00+00:00,10
2026-02-02 11:00:00+00:00,4185.742,2980.2524,1116.6136,4843.891,2026-02-02 00:00:00+00:00,11
2026-02-02 12:00:00+00:00,3582.0151,3841.0122,1977.3734,5704.65,2026-02-02 00:00:00+00:00,12
2026-02-02 13:00:00+00:00,3703.0474,3128.6167,1264.9779,4992.2554,2026-02-02 00:00:00+00:00,13
2026-02-02 14:00:00+00:00,2286.3672,1677.6454,-185.99323,3541.2837,2026-02-02 00:00:00+00:00,14
2026-02-02 15:00:00+00:00,-25.062569,367.4289,-1496.2098,2231.0674,2026-02-02 00:00:00+00:00,15
2026-02-02 16:00:00+00:00,-603.56256,-728.8267,-2592.4653,1134.8114,2026-02-02 00:00:00+00:00,16
2026-02-02 17:00:00+00:00,901.1484,141.94305,-1721.6956,2005.5814,2026-02-02 00:00:00+00:00,17
2026-02-02 18:00:00+00:00,1673.6405,609.32074,-1254.3177,2472.9595,2026-02-02 00:00:00+00:00,18
2026-02-02 19:00:00+00:00,1164.4843,860.51263,-1003.12604,2724.151,2026-02-02 00:00:00+00:00,19
2026-02-02 20:00:00+00:00,2686.9062,3304.2134,1440.5751,5167.852,2026-02-02 00:00:00+00:00,20
2026-02-02 21:00:00+00:00,3533.0933,5179.4487,3315.81,7043.0864,2026-02-02 00:00:00+00:00,21
2026-02-02 22:00:00+00:00,5688.196,5988.7183,4125.079,7852.357,2026-02-02 00:00:00+00:00,22
2026-02-02 23:00:00+00:00,6595.3677,7498.8735,5635.236,9362.512,2026-02-02 00:00:00+00:00,23
2026-02-03 00:00:00+00:00,7802.352,8372.712,6509.0737,10236.352,2026-02-02 00:00:00+00:00,24
2026-02-03 01:00:00+00:00,8852.246,8877.007,7013.3677,10740.6455,2026-02-02 00:00:00+00:00,25
2026-02-03 02:00:00+00:00,9137.445,9262.664,7399.025,11126.303,2026-02-02 00:00:00+00:00,26
2026-02-03 03:00:00+00:00,9198.156,9675.148,7811.5093,11538.787,2026-02-02 00:00:00+00:00,27
2026-02-03 04:00:00+00:00,7506.8364,7861.5317,5997.892,9725.17,2026-02-02 00:00:00+00:00,28
2026-02-03 05:00:00+00:00,4173.7417,4622.815,2759.1768,6486.4546,2026-02-02 00:00:00+00:00,29
2026-02-03 06:00:00+00:00,1717.9843,2008.2997,144.66107,3871.939,2026-02-02 00:00:00+00:00,30
2026-02-03 07:00:00+00:00,221.67987,727.1772,-1136.4613,2590.816,2026-02-02 00:00:00+00:00,31
2026-02-03 08:00:00+00:00,2950.7344,3420.667,1557.0282,5284.306,2026-02-02 00:00:00+00:00,32
2026-02-03 09:00:00+00:00,3798.3047,3927.734,2064.0952,5791.3716,2026-02-02 00:00:00+00:00,33
2026-02-03 10:00:00+00:00,4406.594,4941.101,3077.4624,6804.7397,2026-02-02 00:00:00+00:00,34
2026-02-03 11:00:00+00:00,4107.328,5372.7007,3509.061,7236.3394,2026-02-02 00:00:00+00:00,35
2026-02-03 12:00:00+00:00,3788.7808,5183.525,3319.8862,7047.1636,2026-02-02 00:00:00+00:00,36
2026-02-03 13:00:00+00:00,3872.9453,3691.524,1827.8856,5555.1636,2026-02-02 00:00:00+00:00,37
2026-02-03 14:00:00+00:00,3465.2192,3577.9175,1714.2792,5441.557,2026-02-02 00:00:00+00:00,38
2026-02-03 15:00:00+00:00,1992.8046,774.11127,-1089.5277,2637.7495,2026-02-02 00:00:00+00:00,39
2026-02-03 16:00:00+00:00,1362.1249,1003.4902,-860.14825,2867.129,2026-02-02 00:00:00+00:00,40
2026-02-03 17:00:00+00:00,1132.4843,1414.766,-448.87238,3278.4048,2026-02-02 00:00:00+00:00,41
2026-02-03 18:00:00+00:00,326.03925,-9.495917,-1873.1345,1854.1425,2026-02-02 00:00:00+00:00,42
2026-02-03 19:00:00+00:00,1042.5546,337.04706,-1526.5914,2200.686,2026-02-02 00:00:00+00:00,43
2026-02-03 20:00:00+00:00,2269.1406,1939.6967,76.05804,3803.335,2026-02-02 00:00:00+00:00,44
2026-02-03 21:00:00+00:00,1585.7772,1692.3153,-171.3233,3555.954,2026-02-02 00:00:00+00:00,45
2026-02-03 22:00:00+00:00,3025.246,3452.63,1588.9911,5316.269,2026-02-02 00:00:00+00:00,46
2026-02-03 23:00:00+00:00,3489.4062,4345.9937,2482.355,6209.6323,2026-02-02 00:00:00+00:00,47
2026-02-04 00:00:00+00:00,4263.5977,5162.3003,3298.662,7025.94,2026-02-02 00:00:00+00:00,48
2026-02-04 01:00:00+00:00,3501.644,5144.469,3280.8306,7008.108,2026-02-02 00:00:00+00:00,49
2026-02-04 02:00:00+00:00,3449.1797,3694.7432,1831.1049,5558.3813,2026-02-02 00:00:00+00:00,50
2026-02-04 03:00:00+00:00,2267.7773,3333.3237,1469.6849,5196.9624,2026-02-02 00:00:00+00:00,51
2026-02-04 04:00:00+00:00,527.0312,1344.7484,-518.88995,3208.3872,2026-02-02 00:00:00+00:00,52
2026-02-04 05:00:00+00:00,-3328.6172,-2239.8186,-4103.4575,-376.18024,2026-02-02 00:00:00+00:00,53
2026-02-04 06:00:00+00:00,-3575.086,-4895.017,-6758.656,-3031.3784,2026-02-02 00:00:00+00:00,54
2026-02-04 07:00:00+00:00,-3583.2578,-4152.507,-6016.145,-2288.868,2026-02-02 00:00:00+00:00,55
2026-02-04 08:00:00+00:00,-3757.961,-3697.7297,-5561.3687,-1834.0914,2026-02-02 00:00:00+00:00,56
2026-02-04 09:00:00+00:00,-2260.4453,-1585.7457,-3449.3843,277.893,2026-02-02 00:00:00+00:00,57
2026-02-04 10:00:00+00:00,-1346.2579,-769.3477,-2632.9863,1094.2904,2026-02-02 00:00:00+00:00,58
2026-02-04 11:00:00+00:00,-1648.2422,-2432.9058,-4296.5444,-569.2674,2026-02-02 00:00:00+00:00,59
2026-02-04 12:00:00+00:00,-1852.1251,-1668.9501,-3532.5886,194.68842,2026-02-02 00:00:00+00:00,60
2026-02-04 13:00:00+00:00,-1983.8828,-2924.351,-4787.9897,-1060.7125,2026-02-02 00:00:00+00:00,61
2026-02-04 14:00:00+00:00,-3704.914,-3332.81,-5196.4487,-1469.1718,2026-02-02 00:00:00+00:00,62
2026-02-04 15:00:00+00:00,-3792.4688,-3388.7258,-5252.3643,-1525.0873,2026-02-02 00:00:00+00:00,63
2026-02-04 16:00:00+00:00,-3398.1172,-3403.5967,-5267.2354,-1539.9581,2026-02-02 00:00:00+00:00,64
2026-02-04 17:00:00+00:00,-3715.4844,-2652.1516,-4515.79,-788.513,2026-02-02 00:00:00+00:00,65
2026-02-04 18:00:00+00:00,-3030.2031,-2008.3644,-3872.003,-144.72589,2026-02-02 00:00:00+00:00,66
2026-02-04 19:00:00+00:00,-2348.8828,-1670.2264,-3533.865,193.41205,2026-02-02 00:00:00+00:00,67
2026-02-04 20:00:00+00:00,843.9609,853.29877,-1010.33966,2716.9375,2026-02-02 00:00:00+00:00,68
2026-02-04 21:00:00+00:00,632.07806,2148.3228,284.68402,4011.9614,2026-02-02 00:00:00+00:00,69
2026-02-04 22:00:00+00:00,1658.453,1626.9808,-236.65778,3490.6191,2026-02-02 00:00:00+00:00,70
2026-02-04 23:00:00+00:00,2992.1055,2691.7285,828.0898,4555.3677,2026-02-02 00:00:00+00:00,71
2026-02-05 00:00:00+00:00,3157.3438,3359.0425,1495.4042,5222.681,2026-02-02 00:00:00+00:00,72
2026-02-05 01:00:00+00:00,3160.3555,3457.4878,1593.849,5321.1255,2026-02-02 00:00:00+00:00,73
2026-02-05 02:00:00+00:00,1743.7538,2315.1519,451.5136,4178.791,2026-02-02 00:00:00+00:00,74
2026-02-05 03:00:00+00:00,1215.664,2072.4194,208.7807,3936.058,2026-02-02 00:00:00+00:00,75
2026-02-05 04:00:00+00:00,-1265.4376,-673.39044,-2537.029,1190.2479,2026-02-02 00:00:00+00:00,76
2026-02-05 05:00:00+00:00,-4991.2266,-5037.039,-6900.6777,-3173.4006,2026-02-02 00:00:00+00:00,77
2026-02-05 06:00:00+00:00,-8582.512,-8620.397,-10484.036,-6756.759,2026-02-02 00:00:00+00:00,78
2026-02-05 07:00:00+00:00,-8774.219,-9020.176,-10883.814,-7156.5376,2026-02-02 00:00:00+00:00,79
2026-02-05 08:00:00+00:00,-9248.539,-8765.082,-10628.721,-6901.443,2026-02-02 00:00:00+00:00,80
2026-02-05 09:00:00+00:00,-7711.727,-7735.125,-9598.764,-5871.4863,2026-02-02 00:00:00+00:00,81
2026-02-05 10:00:00+00:00,-6302.508,-6629.586,-8493.225,-4765.9473,2026-02-02 00:00:00+00:00,82
2026-02-05 11:00:00+00:00,-4853.0312,-4787.319,-6650.9575,-2923.6804,2026-02-02 00:00:00+00:00,83
2026-02-05 12:00:00+00:00,-3448.6484,-3760.6829,-5624.3213,-1897.0443,2026-02-02 00:00:00+00:00,84
2026-02-05 13:00:00+00:00,-3490.3906,-3906.1907,-5769.829,-2042.5521,2026-02-02 00:00:00+00:00,85
2026-02-05 14:00:00+00:00,-5501.1953,-5368.369,-7232.008,-3504.7307,2026-02-02 00:00:00+00:00,86
2026-02-05 15:00:00+00:00,-6952.051,-6947.7944,-8811.433,-5084.156,2026-02-02 00:00:00+00:00,87
2026-02-05 16:00:00+00:00,-7740.3906,-7701.7812,-9565.42,-5838.143,2026-02-02 00:00:00+00:00,88
2026-02-05 17:00:00+00:00,-7577.3047,-7614.086,-9477.725,-5750.4478,2026-02-02 00:00:00+00:00,89
2026-02-05 18:00:00+00:00,-8085.9844,-8802.896,-10666.535,-6939.2583,2026-02-02 00:00:00+00:00,90
2026-02-05 19:00:00+00:00,-7880.867,-8015.7803,-9879.419,-6152.1416,2026-02-02 00:00:00+00:00,91
2026-02-05 20:00:00+00:00,-7372.629,-8016.5444,-9880.184,-6152.9062,2026-02-02 00:00:00+00:00,92
2026-02-05 21:00:00+00:00,-6151.8047,-5580.372,-7444.0107,-3716.7336,2026-02-02 00:00:00+00:00,93
2026-02-05 22:00:00+00:00,-4388.4023,-4449.177,-6312.8154,-2585.5383,2026-02-02 00:00:00+00:00,94
2026-02-05 23:00:00+00:00,-2589.3867,-3430.9792,-5294.6177,-1567.3407,2026-02-02 00:00:00+00:00,95
2026-02-06 00:00:00+00:00,-1821.543,-1483.2579,-3346.8965,380.38055,2026-02-02 00:00:00+00:00,96
2026-02-06 01:00:00+00:00,-2032.9062,-1731.8756,-3595.5142,131.76288,2026-02-02 00:00:00+00:00,97
2026-02-06 02:00:00+00:00,-3320.3203,-2466.0798,-4329.7183,-602.4412,2026-02-02 00:00:00+00:00,98
2026-02-06 03:00:00+00:00,-4301.7773,-3871.8225,-5735.4614,-2008.1841,2026-02-02 00:00:00+00:00,99
2026-02-06 04:00:00+00:00,-7142.3164,-6468.7393,-8332.378,-4605.1006,2026-02-02 00:00:00+00:00,100
2026-02-06 05:00:00+00:00,-10968.461,-10932.974,-12796.611,-9069.335,2026-02-02 00:00:00+00:00,101
2026-02-06 06:00:00+00:00,-12920.734,-13007.307,-14870.945,-11143.667,2026-02-02 00:00:00+00:00,102
2026-02-06 07:00:00+00:00,-13214.539,-13915.857,-15779.496,-12052.22,2026-02-02 00:00:00+00:00,103
2026-02-06 08:00:00+00:00,-12954.039,-13218.444,-15082.084,-11354.806,2026-02-02 00:00:00+00:00,104
2026-02-06 09:00:00+00:00,-12231.602,-12280.063,-14143.702,-10416.425,2026-02-02 00:00:00+00:00,105
2026-02-06 10:00:00+00:00,-12009.605,-12410.14,-14273.777,-10546.501,2026-02-02 00:00:00+00:00,106
2026-02-06 11:00:00+00:00,-12150.328,-11320.663,-13184.302,-9457.024,2026-02-02 00:00:00+00:00,107
2026-02-06 12:00:00+00:00,-11940.75,-11935.392,-13799.03,-10071.753,2026-02-02 00:00:00+00:00,108
2026-02-06 13:00:00+00:00,-10887.282,-11629.935,-13493.573,-9766.296,2026-02-02 00:00:00+00:00,109
2026-02-06 14:00:00+00:00,-11683.527,-12696.08,-14559.719,-10832.441,2026-02-02 00:00:00+00:00,110
2026-02-06 15:00:00+00:00,-11616.113,-11995.328,-13858.967,-10131.689,2026-02-02 00:00:00+00:00,111
2026-02-06 16:00:00+00:00,-12073.949,-11366.0,-13229.639,-9502.362,2026-02-02 00:00:00+00:00,112
2026-02-06 17:00:00+00:00,-12860.941,-11360.659,-13224.298,-9497.0205,2026-02-02 00:00:00+00:00,113
2026-02-06 18:00:00+00:00,-13219.875,-11275.413,-13139.052,-9411.774,2026-02-02 00:00:00+00:00,114
2026-02-06 19:00:00+00:00,-10902.469,-9706.833,-11570.472,-7843.1943,2026-02-02 00:00:00+00:00,115
2026-02-06 20:00:00+00:00,-7294.7617,-9457.83,-11321.469,-7594.1914,2026-02-02 00:00:00+00:00,116
2026-02-06 21:00:00+00:00,-6645.1445,-5868.775,-7732.4136,-4005.1362,2026-02-02 00:00:00+00:00,117
2026-02-06 22:00:00+00:00,-5279.3164,-6056.983,-7920.6216,-4193.344,2026-02-02 00:00:00+00:00,118
2026-02-06 23:00:00+00:00,-2811.168,-4809.7915,-6673.4307,-2946.153,2026-02-02 00:00:00+00:00,119
2026-02-07 00:00:00+00:00,-1491.9884,-1336.1193,-3199.7576,527.5195,2026-02-02 00:00:00+00:00,120
2026-02-07 01:00:00+00:00,-759.211,-1577.0822,-3440.7207,286.55634,2026-02-02 00:00:00+00:00,121
2026-02-07 02:00:00+00:00,-859.67975,-1559.8109,-3423.4495,303.82782,2026-02-02 00:00:00+00:00,122
2026-02-07 03:00:00+00:00,-1231.7853,-1969.5807,-3833.2192,-105.94221,2026-02-02 00:00:00+00:00,123
2026-02-07 04:00:00+00:00,-1868.0859,-2661.4639,-4525.1025,-797.8255,2026-02-02 00:00:00+00:00,124
2026-02-07 05:00:00+00:00,-3103.2578,-4793.0947,-6656.7334,-2929.4563,2026-02-02 00:00:00+00:00,125
